pmid,first_author,lab_pi,lab,year,dataset_description,experiment_description,assay_term_id,assay_term_name,biosample_id,biosample_term_name,strain_background,experiment_dbxref,datafile_name,gbrowse_category,old_category,category,label,key
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213725 (H3K4me1_wild-type yeast_complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of the log2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-H3K4me1 antibody and input genomic DNA mapping to + strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_histone_H3K4me1_plus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,H3K4me1_plus_strand_ChIP_chip,H3K4me1_plus_strand_ChIP_chip_V64
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213726 (H3K4me2_wild-type yeast_complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of the log2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-H3K4me2 antibody and input genomic DNA mapping to - strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_histone_H3K4me2_minus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,H3K4me2_minus_strand_ChIP_chip,H3K4me2_minus_strand_ChIP_chip_V64
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213726 (H3K4me2_wild-type yeast_complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of the log2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-H3K4me2 antibody and input genomic DNA mapping to + strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_histone_H3K4me2_plus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,H3K4me2_plus_strand_ChIP_chip,H3K4me2_plus_strand_ChIP_chip_V64
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213724 (H3K4me3_wild-type yeast_complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of the log2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-H3K4me3 antibody and input genomic DNA mapping to - strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_histone_H3K4me3_minus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,H3K4me3_minus_strand_ChIP_chip,H3K4me3_minus_strand_ChIP_chip_V64
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213724 (H3K4me3_wild-type yeast_complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of the log2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-H3K4me3 antibody and input genomic DNA mapping to + strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_histone_H3K4me3_plus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,H3K4me3_plus_strand_ChIP_chip,H3K4me3_plus_strand_ChIP_chip_V64
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213727 (H3R2me2a_wild-type yeast_complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of the log2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-H3R2me2a antibody and input genomic DNA mapping to - strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_histone_H3R2me2a_minus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,H3R2me2a_minus_strand_ChIP_chip,H3R2me2a_minus_strand_ChIP_chip_V64
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213727 (H3R2me2a_wild-type yeast_complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of the log2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-H3R2me2a antibody and input genomic DNA mapping to + strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_histone_H3R2me2a_plus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,H3R2me2a_plus_strand_ChIP_chip,H3R2me2a_plus_strand_ChIP_chip_V64
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213739 (Rap1_mutant H3R2A_yeast complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of the log2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-Rap1 antibody and input genomic DNA mapping to - strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_Rap1_mutant_histone_H3R2A_minus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,Rap1_mutant_histone_H3R2A_minus_strand_ChIP_chip,Rap1_mutant_histone_H3R2A_minus_strand_ChIP_chip_V64
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213739 (Rap1_mutant H3R2A_yeast complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of the log2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-Rap1 antibody and input genomic DNA mapping to + strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_Rap1_mutant_histone_H3R2A_plus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,Rap1_mutant_histone_H3R2A_plus_strand_ChIP_chip,Rap1_mutant_histone_H3R2A_plus_strand_ChIP_chip_V64
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213733 (Rap1_wild-type H3_yeast complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of the log2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-Rap1 antibody and input genomic DNA mapping to - strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_Rap1_wildtype_histone_H3_minus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,Rap1_wildtype_histone_H3_minus_strand_ChIP_chip,Rap1_wildtype_histone_H3_minus_strand_ChIP_chip_V64
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213733 (Rap1_wild-type H3_yeast complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of the log2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-Rap1 antibody and input genomic DNA mapping to + strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_Rap1_wildtype_histone_H3_plus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,Rap1_wildtype_histone_H3_plus_strand_ChIP_chip,Rap1_wildtype_histone_H3_plus_strand_ChIP_chip_V64
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213736 (Sir2_mutant H3R2A_yeast complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of the log2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-Sir2 antibody and input genomic DNA mapping to - strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_Sir2_mutant_histone_H3R2A_minus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,Sir2_mutant_histone_H3R2A_minus_strand_ChIP_chip,Sir2_mutant_histone_H3R2A_minus_strand_ChIP_chip_V64
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213736 (Sir2_mutant H3R2A_yeast complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of the log2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-Sir2 antibody and input genomic DNA mapping to + strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_Sir2_mutant_histone_H3R2A_plus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,Sir2_mutant_histone_H3R2A_plus_strand_ChIP_chip,Sir2_mutant_histone_H3R2A_plus_strand_ChIP_chip_V64
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213736 (Sir2_mutant H3R2A_yeast complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of thelog2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-Sir2 antibody and input genomic DNA mapping to - strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_Sir2_wildtype_histone_H3_minus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,Sir2_wildtype_histone_H3_minus_strand_ChIP_chip,Sir2_wildtype_histone_H3_minus_strand_ChIP_chip_V64
17898715,Kirmizis,"Kouzarides, Tony",The Gurdon Institute,2007,"GEO sample record GSM213736 (Sir2_mutant H3R2A_yeast  complete medium) supplied by the authors to the Gene Expression Omnibus, under series accession GSE8626 (http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE8626); is a map of the log2 ChIP-chip binding ratio between ChIP'ed DNA using an anti-Sir2 antibody and input genomic DNA mapping to + strand array probes.",Kirmizis et al. measured the genome-wide distribution of various histone H3K4 and histone H3R2 methylation modifications in budding yeast.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,GSE8626,http://downloads.yeastgenome.org/published_datasets/Kirmizis_2007_PMID_17898715/track_files/Kirmizis_2007_Sir2_wildtype_histone_H3_plus_strand_ChIP_chip_V64.bedgraph,chromatin structure,chromatin organization,chromatin organization,Sir2_wildtype_histone_H3_plus_strand_ChIP_chip,Sir2_wildtype_histone_H3_plus_strand_ChIP_chip_V64
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged Bur1.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Bur1_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Bur1,Bur1
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged Cet1.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Cet1_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Cet1,Cet1
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at  http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged Ctk1.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Ctk1_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Ctk1,Ctk1
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged Elf1.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Elf1_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Elf1,Elf1
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged Kin28.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Kin28_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Kin28,Kin28
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged Paf1.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Paf1_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Paf1,Paf1
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged Pcf11.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Pcf11_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Pcf11,Pcf11
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of phosphorylated serine 2 in the C-terminal domain of RNA polymerase II.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Rpb1_CTD_Ser2P_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Rpb1_CTD_Ser2P,Rpb1_CTD_Ser2P
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of phosphorylated serine 5 in the C-terminal domain of RNA polymerase II.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Rpb1_CTD_Ser5P_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Rpb1_CTD_Ser5P,Rpb1_CTD_Ser5P
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of phosphorylated serine 7 in the C-terminal domain of RNA polymerase II.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Rpb1_CTD_Ser7P_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Rpb1_CTD_Ser7P,Rpb1_CTD_Ser7P
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged Rpb3.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Rpb3_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Rpb3,Rpb3
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged Spn1.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Spn1_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Spn1,Spn1
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged Spt16.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Spt16_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Spt16,Spt16
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged Spt4.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Spt4_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Spt4,Spt4
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged Spt5.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Spt5_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Spt5,Spt5
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged Spt6.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Spt6_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Spt6,Spt6
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the unput and mock IP normalized occupancy signal of TAP-tagged Spt6 lacking 202 C-terminal residues.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Spt6deltaC_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Spt6deltaC,Spt6deltaC
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged Tfg1.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_Tfg1_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,Tfg1,Tfg1
20818391,Mayer,"Cramer, Patrick",LMU Munich Gene Center,2010,Sample record E-TABM-1033 at http://www.ebi.ac.uk/arrayexpress/experiments/E-TABM-1033; represents the input and mock IP normalized occupancy signal of TAP-tagged TFIIB.,"Mayer et al. performed ChIP-chip experiments to determine the genome-wide occupancy profiles for RNA polymerase II, its phosphorylated forms and transcription factors in growing yeast.",OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,S288C,E-TABM-1033,http://downloads.yeastgenome.org/published_datasets/Mayer_2010_PMID_20818391/track_files/Mayer_2010_TFIIB_ChIP_chip_V64.wig,transcription regulation,transcription,transcription,TFIIB,TFIIB
24504085,Ostrow,"Arparicio, Oscar M.",University of Southern California,2014,Genome-wide mapping of forkhead box (FOX) transcription factor binding sites for Fkh1p and Fkh2p,Examined the role of Fkh1p and Fkh2p in the inititation of replication during the cell cycle by whole genome identification where Fkh1p and Fkh2p bind DNA and when during the cell cycle.,OBI:0001248,ChIP-chip assay,OBI:0001051,DNA extract,W303,GSE42567,Ostrow_201_PMID_24504085/track_files/Ostrow_2014_Fkh1_Fkh2_binding_sites.GFF3,trancription regulation,chromatin organization|transcription,transcriptional regulation,Ostrow_2014_FKH1_FKH2_binding_sites,Ostrow_2014_FKH1_FKH2_binding_sites
